Country Name,Country Code,Region,IncomeGroup,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Iceland,ISL,Europe & Central Asia,High income,9003639603,8205357405,9294652008,11414055065,13834750405,16812530830,17216420305,21514962938,17905251723,13164652470,13683689693,15158548263,14724078148,16033517403,17758050016,17389101639,20618363252,24488176541,25737594324,24188038474
Israel,ISR,Middle East & North Africa,High income,132343000000,130756000000,121124000000,126966000000,135477000000,142529000000,154034000000,178959000000,216105000000,207468000000,233996000000,261469000000,257180000000,292636000000,309558000000,299813000000,318951000000,353253000000,370588000000,394652000000
Italy,ITA,Europe & Central Asia,High income,1143830000000,1167010000000,1270710000000,1574150000000,1803230000000,1857520000000,1947920000000,2210290000000,2398860000000,2191240000000,2134020000000,2291990000000,2087080000000,2141320000000,2159130000000,1835900000000,1875800000000,1961800000000,2091540000000,2003580000000
Jamaica,JAM,Latin America & Caribbean,Upper middle income,8985352832,9194717836,9719017926,9430230564,10174664854,11243868486,11930171468,12799593018,13709402085,12120460873,13220556883,14444655300,14807086889,14262589158,13897804560,14187696311,14075894320,14806340821,15713908816,16458071068
Jordan,JOR,Middle East & North Africa,Upper middle income,8460424401,8975689845,9582453032,10195660790,11411390409,12588665303,15056929760,17110587447,22657662395,24537876124,27133804244,29524149165,31634561670,34454440181,36847643587,38587017944,39892551149,41408960787,42932112676,44502895862
Japan,JPN,East Asia & Pacific,High income,4887520000000,4303540000000,4115120000000,4445660000000,4815150000000,4755410000000,4530380000000,4515260000000,5037910000000,5231380000000,5700100000000,6157460000000,6203210000000,5155720000000,4850410000000,4389480000000,4922540000000,4866860000000,4954810000000,5081770000000
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,18291990619,22152694162,24636593223,30833699703,43151647003,57123671734,81003884545,104850000000,133442000000,115309000000,148047000000,192627000000,207999000000,236635000000,221416000000,184388000000,137278000000,166806000000,179340000000,181666000000
Kenya,KEN,Sub-Saharan Africa,Lower middle income,12705357103,12986007426,13147743911,14904517650,16095337094,18737897745,25825524821,31958195182,35895153328,37021512049,40000088347,41953433591,50412754861,55096728048,61448046802,64007750169,69188755364,78965004656,87778582964,95503088538
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,1369688498,1525116370,1605643105,1919008090,2211534585,2460248026,2834168889,3802566171,5139957785,4690062255,4794357795,6197766119,6605139933,7335027592,7468096567,6678178340,6813092066,7702934800,8271108638,8454619608
Cambodia,KHM,East Asia & Pacific,Lower middle income,3677897739,3984000517,4284028483,4658246918,5337833248,6293046162,7274595707,8639235842,10351914093,10401851851,11242275199,12829541141,14054443213,15227991395,16702610842,18049954289,20016747754,22177200512,24571753583,27089389787
Kiribati,KIR,East Asia & Pacific,Lower middle income,67254174.4,63101272.37,72196457.68,90231856.8,102367039.3,112133944.3,110234939.8,132671743,141042610.3,132420059.3,156120895.2,181705002.6,190243321.6,185113921.6,179703443.3,171117872.4,178328873,187276210.9,196737896,194647201.9
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,421473325.2,458643829,481077373.7,469869869.9,506900000,547203703.7,644411111.1,689285185.2,751233333.3,747862963,760170370.4,817759259.3,800414814.8,839774074.1,916566666.7,923155555.6,971166666.7,996944444.4,1010822222,1053244444
"Korea, Rep.",KOR,East Asia & Pacific,High income,576178000000,547658000000,627246000000,702717000000,793175000000,934901000000,1053220000000,1172610000000,1047340000000,943942000000,1144070000000,1253220000000,1278430000000,1370800000000,1484320000000,1465770000000,1500110000000,1623900000000,1724850000000,1646740000000
Kuwait,KWT,Middle East & North Africa,High income,37712842243,34887512227,38137545245,47876510067,59439090601,80798630137,101549000000,114640000000,147395000000,105963000000,115419000000,154068000000,174070000000,174161000000,162631000000,114567000000,109420000000,120707000000,140645000000,134629000000
Latin America & Caribbean (excluding high income),LAC,"","",2085520000000,2036340000000,1811640000000,1843490000000,2120980000000,2577940000000,3026670000000,3590490000000,4203540000000,3939460000000,4911340000000,5592260000000,5629210000000,5755370000000,5891060000000,5006910000000,4865730000000,5425410000000,5226070000000,5149600000000
Lao PDR,LAO,East Asia & Pacific,Lower middle income,1731198022,1768619058,1758176653,2023324407,2366398120,2735558726,3452882514,4222962988,5443915121,5832915387,7127792630,8749241114,10191350120,11942230508,13268458232,14390442307,15805692546,16853087485,17953786416,18173839147
Lebanon,LBN,Middle East & North Africa,Upper middle income,17260364842,17649751244,19152238806,20082918740,21159827992,21497336499,22022709852,24827355015,29118916106,35399582929,38443907042,39927125961,44035991746,46909335135,48134486625,49939374833,51205122504,53140638269,54961275742,51991634492
Liberia,LBR,Sub-Saharan Africa,Low income,874000000,906000000,927000000,748000000,897000000,949000000,1119000000,1373000000,1726000000,1768000000,1998000000,2398000000,2721000000,3067000000,3144000000,3177000000,3277826000,3285455000,3264000000,3070518100
Libya,LBY,Middle East & North Africa,Upper middle income,38270206950,34110064452,20481889764,26265625000,33122307692,47334148578,54961936663,67516236338,87140405361,63028320702,74773444901,34699395524,81873662519,65502870174,41142722414,27842131480,26197143268,37883243650,52607888718,52091152228
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,932592592.6,892592592.6,900000000,987407407.4,1066666667,1135555556,1268319185,1336088815,1437731111,1401507889,1486758037,1576988407,1605146778,1664816741,1755130815,1808079889,1865375222,1999090407,2065875074,2122450630
Latin America & Caribbean,LCN,"","",2292220000000,2242700000000,2012310000000,2055240000000,2368620000000,2864000000000,3356730000000,3954480000000,4595390000000,4319280000000,5354420000000,6087460000000,6150620000000,6301890000000,6425250000000,5529110000000,5398480000000,5995430000000,5823560000000,5733770000000
Least developed countries: UN classification,LDC,"","",219133000000,209370000000,226976000000,256797000000,293986000000,344775000000,401744000000,481395000000,596680000000,601299000000,682181000000,778767000000,826383000000,901616000000,974055000000,966459000000,950658000000,1033420000000,1073440000000,1115240000000
Low income,LIC,"","",134081000000,125540000000,134731000000,147237000000,170966000000,200024000000,233740000000,286017000000,347033000000,357688000000,392095000000,427683000000,449652000000,492864000000,527424000000,533735000000,488937000000,503284000000,518429000000,541512000000
Liechtenstein,LIE,Europe & Central Asia,High income,2483953103,2491822707,2688630823,3070691320,3454362686,3659251526,4000239273,4601299567,5081432924,4504549214,5082366478,5739977477,5456009385,6391735894,6657170923,6268391521,6237264055,6552858739,6876981286,
Sri Lanka,LKA,South Asia,Lower middle income,16330814180,15749753805,16536535647,18881765437,20662525941,24405791045,28279814925,32350248411,40713812310,42066217872,56725749222,65292753005,68434409315,74317806538,79356449841,80604080689,82401038710,87428125558,88425889592,84008783756
Lower middle income,LMC,"","",1219870000000,1239150000000,1308780000000,1492460000000,1732760000000,2021660000000,2377080000000,2912590000000,3262220000000,3291530000000,3931120000000,4422890000000,4668070000000,4918040000000,5226220000000,5182270000000,5360980000000,5768760000000,6007310000000,6334930000000
Low & middle income,LMY,"","",5962900000000,6028840000000,6147810000000,6920690000000,8213870000000,9788920000000,11634600000000,14391400000000,17275100000000,16903700000000,20544000000000,24257500000000,25911900000000,27445100000000,28483300000000,27066500000000,27200400000000,29869800000000,31818000000000,32643500000000
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,887295267.9,825706961.2,775780697.7,1157832935,1511236656,1682350935,1800105590,1716262753,1758534995,1773199523,2269525779,2622336148,2526185314,2421470018,2499803984,2372280103,2165408359,2405289384,2575892262,2376328637
Late-demographic dividend,LTE,"","",3403050000000,3517450000000,3726390000000,4246950000000,5106200000000,6163710000000,7439480000000,9373020000000,11652600000000,11261300000000,13506400000000,16458800000000,17607200000000,18977300000000,19698500000000,18471400000000,18516600000000,20547400000000,22508800000000,22920400000000
Lithuania,LTU,Europe & Central Asia,High income,11524776867,12237388002,14259781159,18781721376,22627507452,26097677572,30183575104,39697891352,47797551588,37388122046,37138464733,43582248870,42943442158,46514471182,48574531942,41418872976,43018087238,47758736932,53722883091,54627411860
Luxembourg,LUX,Europe & Central Asia,High income,21263514833,21272418792,23616328816,29557325056,34685281848,37347394603,42414308117,50888134410,55849686539,51370543206,53212476812,60004630234,56677961787,61739352212,66103853237,57744457955,60691483443,64181944723,70919958016,71104919108
Latvia,LVA,Europe & Central Asia,High income,7949253766,8351415939,9545172806,11749456401,14401882399,16959313006,21517445448,31004884421,35756225698,26317286628,23877564356,28619991392,28330632929,30432796306,31329367173,27239653844,28052325862,30458763246,34416012859,34102913582
"Macao SAR, China",MAC,East Asia & Pacific,High income,6720492406,6811227983,7322677820,8195033162,10585624891,12092222042,14789661809,18340447243,20917444920,21475520709,28123640999,36709860068,43031577366,51552075902,55347998648,45361678147,45387299721,50751059058,55084050790,53859116536
Morocco,MAR,Middle East & North Africa,Lower middle income,38857251336,39459581217,42236836821,52064058834,59626020162,62343022651,68640825481,79041294874,92507257784,92897320376,93216746662,101370000000,98266306615,106826000000,110081000000,101180000000,103312000000,109683000000,118096000000,119700000000
Monaco,MCO,Europe & Central Asia,High income,2647883816,2718868306,2968987019,3601321065,4137913500,4203084194,4582988333,5867916781,6476490406,5451653237,5367625613,6088808463,5743029680,6555983530,7069616049,6261622101,6472990923,6431314957,7188238073,
Moldova,MDA,Europe & Central Asia,Lower middle income,1288429392,1480673594,1661818168,1980907435,2598249556,2988348836,3408244549,4401189466,6054849885,5439422031,6974960345,8414360656,8709165249,9496684701,9510219299,7745231660,8071480541,9669759987,11456717193,11968713370
Madagascar,MDG,Sub-Saharan Africa,Low income,4629247091,5438332738,5351701534,6372498720,5064732716,5859269849,6395712392,8524620739,10725137478,9616879921,9982711030,11551821062,11578978053,12423557907,12522959157,11323023787,11848615018,13176313233,13853433948,14114631281
Maldives,MDV,South Asia,Upper middle income,624337145.3,870179738.6,897031250,1052121055,1226829563,1163362438,1575200391,1868383461,2271646188,2345294875,2588176055,2774351760,2886170572,3295011382,3697351594,4109447297,4379115588,4754352301,5299773145,5642179170
Middle East & North Africa,MEA,"","",966794000000,969438000000,963815000000,1086470000000,1271710000000,1530650000000,1791630000000,2124010000000,2655740000000,2372560000000,2768050000000,3280520000000,3576380000000,3548730000000,3569880000000,3143960000000,3155520000000,3272610000000,3566140000000,3649610000000
Mexico,MEX,Latin America & Caribbean,Upper middle income,707907000000,756706000000,772106000000,729336000000,782241000000,877476000000,975387000000,1052700000000,1109990000000,900045000000,1057800000000,1180490000000,1201090000000,1274440000000,1315350000000,1171870000000,1078490000000,1158910000000,1222350000000,1268870000000
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,115347500,122824000,131738200,131398500,133806400,141922500,145474100,153884600,153135800,151772600,162164700,174332100,182874800,187707400,184689500,184599600,200558400,212881000,221278000,
Middle income,MIC,"","",5832220000000,5905410000000,6016120000000,6776420000000,8046040000000,9592230000000,11404400000000,14109500000000,16933800000000,16555400000000,20154600000000,23825700000000,25456300000000,26949400000000,27956200000000,26539200000000,26707900000000,29355500000000,31284000000000,32087900000000
North Macedonia,MKD,Europe & Central Asia,Upper middle income,3772851420,3709637830,4018365247,4946292775,5682719260,6258600714,6861222332,8336478142,9909548411,9401731496,9407168702,10494632699,9745251126,10817712139,11362272838,10064515432,10672471861,11307058382,12683073866,12547040499
Mali,MLI,Sub-Saharan Africa,Low income,2954129566,3465305993,3889758024,4703504467,5444474268,6247496491,6905876385,8145694632,9798741074,10190945007,10689167195,12995074801,12441946098,13242680705,14364859446,13104802016,14025944550,15365627045,17070758732,17279566719
Malta,MLT,Middle East & North Africa,High income,4069515557,4088368962,4470446352,5448415540,6098092512,6416184236,6778324087,7925371459,9090406750,8696366869,9035932178,9638916472,9462238257,10551661220,11626281450,11091434435,11665231192,13146963159,14750790658,14989415684
Myanmar,MMR,East Asia & Pacific,Lower middle income,8905066164,6477790688,6777632512,10467109978,10567354056,11986972419,14502553710,20182477481,31862554102,36906181381,49540813342,59977326086,59937797559,60269734045,65446199788,67822772707,67184236747,68945867478,76168043982,76085852617
Middle East & North Africa (excluding high income),MNA,"","",451664000000,466337000000,450774000000,508947000000,593346000000,698844000000,811977000000,1003230000000,1243190000000,1200040000000,1384800000000,1566920000000,1729640000000,1619240000000,1599400000000,1440210000000,1459990000000,1436550000000,1520420000000,
Montenegro,MNE,Europe & Central Asia,Upper middle income,984297589.4,1159869246,1284685051,1707710053,2073234418,2257174481,2721903149,3680711744,4545674528,4159330370,4142931813,4544575152,4087561650,4464502434,4587741791,4053097851,4373958354,4844606146,5504255214,5542577965
Mongolia,MNG,East Asia & Pacific,Lower middle income,1136896124,1267997934,1396555720,1595297356,1992066808,2523471532,3414055566,4234999823,5623216449,4583850368,7189481824,10409797649,12292770631,12582122604,12226514722,11749620620,11186734674,11425755280,13108769496,13996719329
Northern Mariana Islands,MNP,East Asia & Pacific,High income,,,1284000000,1239000000,1210000000,1061000000,990000000,938000000,939000000,795000000,799000000,733000000,751000000,782000000,845000000,931000000,1250000000,1601000000,1323000000,
Mozambique,MOZ,Sub-Saharan Africa,Low income,5656473652,5398568544,5677003239,6303391144,7631120533,8542070110,9176889070,10450843291,12556195189,11914471497,11104648673,14381552433,16350804543,16974320551,17716084108,15950969019,11936999283,13219084261,14845870051,15291448212
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,1779521110,1746064719,1777058593,2051147607,2362501023,2936019526,4008583968,4328063511,5138471610,4725200358,5628882266,6764635687,6728208836,7223063170,6592537782,6166857629,6398744505,6758390729,7049169771,7600656944
Mauritius,MUS,Sub-Saharan Africa,High income,4663313620,4613630623,4841310240,5816553827,6578844486,6488750453,7028803366,8150138757,9990370016,9128843109,10003670690,11518393367,11668685524,12129642296,12803445934,11692287066,12232463656,13259351418,14181951059,14048430519
Malawi,MWI,Sub-Saharan Africa,Low income,1743506531,1716502862,3495748398,3208837077,3476094499,3655909664,3998020177,4432937046,5321012192,6191127665,6959655571,8004000737,6028487929,5518880769,6047813437,6373212641,5433040160,6303292264,6917301909,7666704427
Malaysia,MYS,East Asia & Pacific,Upper middle income,93789736842,92783947368,100846000000,110202000000,124749000000,143534000000,162691000000,193548000000,230814000000,202258000000,255017000000,297952000000,314443000000,323277000000,338062000000,301355000000,301255000000,319112000000,358715000000,364681000000
North America,NAC,"","",10998100000000,11321900000000,11698300000000,12354800000000,13241400000000,14210900000000,15136200000000,15923600000000,16269000000000,15826700000000,16612200000000,17337500000000,18032100000000,18638500000000,19337100000000,19787500000000,20250100000000,21176400000000,22303600000000,23177100000000
Namibia,NAM,Sub-Saharan Africa,Upper middle income,3833993703,3476452446,3275669889,4811994025,6480441754,7101514450,7840138006,8729714008,8496492492,8825055228,11268186636,12343501808,13041886316,12011207741,12356482989,11272143473,10665634688,12741746524,13454211344,12366528259
New Caledonia,NCL,East Asia & Pacific,High income,2682347064,,,,,,,,,,,,,,,,,,,
Niger,NER,Sub-Saharan Africa,Low income,2236185390,2448714681,2782192987,3394084885,3760443966,4383315657,4756361480,5731485267,7297600897,7352131669,7851191899,8772951262,9426913349,10224897935,10862944204,9685577941,10355006770,11189541083,12846952857,12911689659
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,69448756933,74030364472,95385819321,104912000000,136386000000,176134000000,236104000000,275626000000,337036000000,291880000000,361457000000,404994000000,455502000000,508693000000,546676000000,486803000000,404650000000,375746000000,397190000000,448120000000
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,5107329007,5323146566,5224213018,5322454926,5795568205,6321335612,6763361733,7423367753,8496946608,8298729074,8758639096,9774262742,10532049077,10982938826,11880434071,12756706583,13286083645,13785909906,13063904770,12520915291
Netherlands,NLD,Europe & Central Asia,High income,416443000000,431213000000,471614000000,578792000000,657172000000,685093000000,733341000000,847482000000,947998000000,868077000000,846555000000,904086000000,838971000000,876924000000,890981000000,765265000000,783528000000,833870000000,914043000000,907051000000
Norway,NOR,Europe & Central Asia,High income,171247000000,173972000000,195524000000,228859000000,264512000000,308884000000,345581000000,400937000000,462250000000,386190000000,428757000000,498283000000,509506000000,522762000000,498410000000,385802000000,368820000000,398394000000,434167000000,403336000000
Nepal,NPL,South Asia,Lower middle income,5494252208,6007055042,6050875807,6330473097,7273938315,8130258041,9043715356,10325618017,12545438605,12854985464,16002656434,18913574371,18851513891,19271168018,20002968838,21410840909,21185922408,25180583770,29173513476,30641380604
Nauru,NRU,East Asia & Pacific,High income,,,,,,,,,,,47564520.39,66055407.67,96927201.48,98491843.64,104654365.2,86779266.16,100087349,109585941.6,124021393.7,118223430.1
New Zealand,NZL,East Asia & Pacific,High income,52623281957,53872425917,66627729311,88250885550,103905000000,114720000000,111609000000,137320000000,133290000000,121358000000,146619000000,168510000000,176248000000,190846000000,200922000000,177468000000,188224000000,205416000000,207921000000,206929000000
OECD members,OED,"","",27502300000000,27256700000000,28434500000000,31819700000000,35427400000000,37479700000000,39551600000000,43291500000000,45871900000000,42944800000000,45050500000000,48451000000000,48424400000000,49078600000000,50111800000000,47286500000000,48179000000000,50320200000000,53201600000000,53699400000000
Oman,OMN,Middle East & North Africa,High income,19507452508,19452000476,20142756175,21633708220,24763713001,31081991725,37215779656,42085379489,60905452458,48388363516,56913065779,67872692582,76511059936,78555637365,80686854743,68399663322,65480507171,70598026283,79788768969,76331518669
Other small states,OSS,"","",91292277740,90837472119,98021489629,122019000000,151452000000,183431000000,215365000000,263839000000,322768000000,277239000000,322445000000,396955000000,414385000000,432375000000,446839000000,370774000000,366401000000,398893000000,442418000000,432093000000
Pakistan,PAK,South Asia,Lower middle income,82017743416,79484403985,79904985385,91760542940,107760000000,120055000000,137264000000,152386000000,170078000000,168153000000,177166000000,213587000000,224384000000,231219000000,244361000000,270556000000,278655000000,304567000000,314568000000,278222000000
Panama,PAN,Latin America & Caribbean,High income,12304115000,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,21295984200,25155888600,27116635600,29440300000,34686200000,40429700000,45600000000,49921500000,54091700000,57907700000,62219000000,65128200000,66800800000
Peru,PER,Latin America & Caribbean,Upper middle income,51744749133,52030158775,54777553515,58731030122,66768703498,76060606061,88643193062,102171000000,120551000000,120823000000,147529000000,171762000000,192649000000,201175000000,200789000000,189805000000,191896000000,211007000000,222045000000,226848000000
Philippines,PHL,East Asia & Pacific,Lower middle income,83670261708,78921071499,84307369867,87039145965,95001994600,107420000000,127653000000,155980000000,181007000000,176132000000,208369000000,234217000000,261921000000,283903000000,297484000000,306446000000,318627000000,328481000000,346842000000,376796000000
Palau,PLW,East Asia & Pacific,High income,146297500,156907900,163184900,153963200,165186200,190452900,192382400,198897700,198283900,187522800,185943000,196911100,212397800,221117200,241669800,280457700,295065400,286106800,280435700,268354919.4
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,3521339699,3081024212,2999511040,3536411824,3927157867,4865892972,8355006711,9545177005,11670840924,11619637816,14250755222,17984910496,21295659249,21261432775,23210682537,21723531182,20759069105,22742613549,24109509856,24829107011
Poland,POL,Europe & Central Asia,High income,172219000000,190905000000,199072000000,217827000000,255110000000,306144000000,344622000000,429029000000,533609000000,439738000000,479834000000,528301000000,498524000000,521016000000,542477000000,477812000000,472630000000,526509000000,587412000000,595858000000
Pre-demographic dividend,PRE,"","",243904000000,241261000000,286621000000,326814000000,398185000000,496663000000,628175000000,759477000000,956554000000,868383000000,1018110000000,1181590000000,1301870000000,1428110000000,1507690000000,1340470000000,1218120000000,1267100000000,1338750000000,1403790000000
Puerto Rico,PRI,Latin America & Caribbean,High income,61701800000,69208400000,71623500000,74827400000,80322313000,83914521300,87276164400,89524131600,93639300000,96385600000,98381300000,100352000000,101565000000,102450000000,102446000000,103376000000,104337000000,103446000000,100980000000,104989000000
Portugal,PRT,Europe & Central Asia,High income,118311000000,121499000000,134156000000,164862000000,189035000000,197180000000,208582000000,240191000000,262345000000,243702000000,237881000000,244797000000,216237000000,226370000000,229596000000,199314000000,206286000000,221358000000,242313000000,238785000000
Paraguay,PRY,Latin America & Caribbean,Upper middle income,8855705140,8495806432,7196260657,7691367471,9624440836,10737500188,13429430050,17856270473,24578067861,22341754514,27215968616,33715524704,33283228891,38585317743,40276532541,36164068797,36054281572,39008900332,40384691791,38145288940
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,4313600000,4003700000,3555800000,3968000000,4603100000,5125700000,5348300000,5815700000,7310400000,8085700000,9681500000,11186100000,12208400000,13515500000,13989700000,13972400000,15405400000,16128000000,16276600000,
Pacific island small states,PSS,"","",3460016615,3418277942,3583557187,4193500486,4839105125,5361227056,5644071347,6234906114,6627662167,5935601178,6598673080,7737574651,8223336840,8544448804,9271534114,9049548346,9475857773,10212875641,10667782838,10634784073
Post-demographic dividend,PST,"","",26283500000000,26043700000000,27160000000000,30461300000000,33847500000000,35634400000000,37509700000000,40929900000000,43260600000000,40765300000000,42523400000000,45663500000000,45621700000000,46082300000000,47033600000000,44518500000000,45500500000000,47470300000000,50282100000000,50769900000000
French Polynesia,PYF,East Asia & Pacific,High income,3447543138,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Middle East & North Africa,High income,17759890110,17538461538,19363736264,23533791209,31734065934,44530494505,60882142857,79712087912,115270000000,97798351648,125122000000,167775000000,186834000000,198728000000,206225000000,161740000000,151732000000,161099000000,183335000000,175838000000
Romania,ROU,Europe & Central Asia,High income,37253259017,40394824679,46066101951,57806506024,74972669057,98452791983,122023000000,174585000000,214314000000,174104000000,166309000000,183327000000,170636000000,190801000000,199959000000,177729000000,188129000000,211695000000,241457000000,250077000000
Russian Federation,RUS,Europe & Central Asia,Upper middle income,259710000000,306602000000,345470000000,430348000000,591017000000,764017000000,989931000000,1299710000000,1660850000000,1222640000000,1524920000000,2045930000000,2208300000000,2292470000000,2059240000000,1363480000000,1276790000000,1574200000000,1669580000000,1699880000000
Rwanda,RWA,Sub-Saharan Africa,Low income,2068929592,1966668014,1965903268,2138244785,2376384754,2933282015,3319198500,4069636442,5179108956,5673410334,6124120673,6884889636,7655138385,7819538349,8246166341,8545441361,8697268916,9253098954,9635951160,10354417725
South Asia,SAS,"","",630429000000,645870000000,677627000000,791003000000,917089000000,1050590000000,1196090000000,1504190000000,1527470000000,1683460000000,2060780000000,2271840000000,2297330000000,2357130000000,2581820000000,2697260000000,2923010000000,3345720000000,3445470000000,3591840000000
Saudi Arabia,SAU,Middle East & North Africa,High income,189515000000,184137000000,189606000000,215808000000,258742000000,328460000000,376900000000,415965000000,519797000000,429098000000,528207000000,671239000000,735975000000,746647000000,756350000000,654270000000,644936000000,688586000000,786522000000,792967000000
Sudan,SDN,Sub-Saharan Africa,Low income,12257418326,13182979784,14803189093,17646503525,21457470203,26524538566,35822408612,45898948564,54526580232,49957202646,58167563413,57060450038,52766746152,57730380600,64941713057,74294508240,51772232495,45021077955,33128480499,30513456085
Senegal,SEN,Sub-Saharan Africa,Lower middle income,5924239701,6174898370,6752510283,8683229268,10167441854,11022821632,11847848225,14285970085,16949789465,16248212852,16230887978,17902207622,17824398469,18965572150,19797254643,17774766636,19040312815,20996564752,23236007428,23578084052
Singapore,SGP,East Asia & Pacific,High income,96074477958,89794943350,92537752709,97645448284,115035000000,127808000000,148630000000,180942000000,193612000000,194152000000,239809000000,279351000000,295087000000,307576000000,314851000000,308004000000,318652000000,341863000000,373217000000,372063000000
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,429169368.6,424403183,356507823.6,352522682.2,397611126.7,476898763.6,538668769.3,620230005.2,699157191,735940409.7,846797693.6,1049952233,1190994127,1284698922,1335538893,1307061544,1378551118,1483758907,1593964162,1589913622
Sierra Leone,SLE,Sub-Saharan Africa,Low income,635874002.2,1090467712,1253340520,1385810072,1448536631,1650494367,1885112202,2158496873,2505458705,2453899847,2578026297,2942546781,3801862611,4920343195,5015157816,4218723875,3674794530,3739577973,4085114794,4121733705
El Salvador,SLV,Latin America & Caribbean,Lower middle income,11784927700,12282533600,12664190300,13243892200,13724810900,14698001400,15999886400,17011750900,17986890000,17601620000,18447920000,20283790000,21386140000,21990970000,22593480000,23438240000,24191440000,24979200000,26117400000,27022640000
San Marino,SMR,Europe & Central Asia,High income,1005159388,1077413479,1168269231,1464326161,1723750000,1785847531,1908167106,2185874624,2393437820,2056126702,1881214371,1813752784,1604779648,1678841812,1673973695,1419394771,1468377272,1528630707,1655300873,
Serbia,SRB,Europe & Central Asia,Upper middle income,6875845987,12960538724,17120906918,22482365322,26141968161,27683225959,32482070360,43170990616,52194221469,45162894381,41819468692,49258136129,43309252921,48394239475,47062206678,39655958843,40692643373,44179055280,50640650221,51475016532
Sub-Saharan Africa (excluding high income),SSA,"","",395043000000,376899000000,411121000000,515543000000,641981000000,763956000000,907823000000,1053810000000,1208270000000,1151770000000,1365550000000,1541360000000,1622380000000,1728630000000,1794600000000,1648850000000,1526700000000,1626990000000,1705380000000,1751180000000
South Sudan,SSD,Sub-Saharan Africa,Low income,,,,,,,,,14586253383,12231264525,14602072411,14907308933,11931472169,18426469017,13962212847,11997800760,,,,
Sub-Saharan Africa,SSF,"","",400343000000,382158000000,416683000000,522089000000,649419000000,771369000000,915865000000,1062980000000,1219230000000,1161740000000,1376530000000,1553950000000,1635110000000,1742080000000,1808740000000,1661910000000,1540370000000,1641780000000,1721160000000,1766940000000
Small states,SST,"","",128940000000,129496000000,138587000000,165749000000,199540000000,237701000000,276673000000,331945000000,399736000000,342585000000,393568000000,474361000000,494659000000,514337000000,530544000000,452652000000,445069000000,480559000000,528053000000,520457000000
Suriname,SUR,Latin America & Caribbean,Upper middle income,947671969.7,834279357.8,1093574468,1274190311,1484092538,1793388732,2626380435,2936612022,3532969035,3875409836,4368398048,4422276622,4980000000,5145757576,5240606061,4787367928,3128953537,3216207914,3464656616,3697371950
Slovak Republic,SVK,Europe & Central Asia,High income,29169953013,30752150336,35130340674,46816589165,57332015148,62785305310,70708098106,86454081577,100470000000,89046289247,90310718349,99122802874,94534730681,98848641555,101190000000,88467555244,89655253976,95494424979,105702000000,105080000000
Slovenia,SVN,Europe & Central Asia,High income,20289627637,20876309970,23489890274,29634713641,34414784504,36206395971,39481045038,48006372844,55552509155,50368056405,48161250405,51516366655,46580457470,48401896808,49930685013,43090173395,44736333522,48586603448,54161636035,54174227309
Sweden,SWE,Europe & Central Asia,High income,262835000000,242396000000,266849000000,334337000000,385118000000,392218000000,423093000000,491253000000,517706000000,436537000000,495813000000,574094000000,552484000000,586842000000,581964000000,505104000000,515655000000,541019000000,555455000000,530884000000
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,1738100853,1542477355,1432228173,2197612767,2770082822,3178126555,3291353806,3469363925,3294093364,3580417161,4438778547,4820499497,4886658806,4597702903,4422304975,4062660890,3816018485,4402973000,4665424249,4471598727
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,,,,,,,,,,,,936089385.5,985865921.8,1022905028,1245251397,1253072626,1263687151,1191620112,1185474860,
Seychelles,SYC,Sub-Saharan Africa,High income,614879764.8,622262057.2,697518248.2,705704816,839319927.3,919103254.5,1016418229,1033561654,967199594,847397850.1,969936525.3,1065826670,1060226126,1328157609,1343007845,1377495054,1426651769,1524486800,1586009000,1703387387
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,19325894913,21099833784,21582248882,21828144686,25086930693,28858965517,33332844575,40405006007,,,,,,,,,,,,
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,,358744800,366707900,409753600,485598800,578645800,721891500,773489700,862683600,703175800,686787800,728789600,727161000,754238000,841070000,942070000,1032452000,1022365000,1113178000,1197415000
Chad,TCD,Sub-Saharan Africa,Low income,1385058162,1710843361,1997005787,2742815195,4422855929,6649307057,7428701809,8650138069,10393834721,9290728773,10668102735,12172309523,12367363678,12953535496,13940768066,10950392220,10097778354,10000395242,11239167048,11314951343
